elapsed_s,utc_time,left_hand_open,left_tactile_thumb,left_tactile_index,left_tactile_middle,left_tactile_ring,left_tactile_pinky,left_tactile_thumb_taxel_01_raw,left_tactile_thumb_taxel_02_raw,left_tactile_thumb_taxel_03_raw,left_tactile_thumb_taxel_04_raw,left_tactile_thumb_taxel_05_raw,left_tactile_thumb_taxel_06_raw,left_tactile_thumb_taxel_07_raw,left_tactile_thumb_taxel_08_raw,left_tactile_thumb_taxel_09_raw,left_tactile_thumb_taxel_10_raw,left_tactile_thumb_taxel_11_raw,left_tactile_thumb_taxel_12_raw,left_tactile_thumb_taxel_13_raw,left_tactile_thumb_taxel_14_raw,left_tactile_thumb_taxel_15_raw,left_tactile_thumb_taxel_16_raw,left_tactile_index_taxel_01_raw,left_tactile_index_taxel_02_raw,left_tactile_index_taxel_03_raw,left_tactile_index_taxel_04_raw,left_tactile_index_taxel_05_raw,left_tactile_index_taxel_06_raw,left_tactile_index_taxel_07_raw,left_tactile_index_taxel_08_raw,left_tactile_index_taxel_09_raw,left_tactile_index_taxel_10_raw,left_tactile_index_taxel_11_raw,left_tactile_index_taxel_12_raw,left_tactile_index_taxel_13_raw,left_tactile_index_taxel_14_raw,left_tactile_index_taxel_15_raw,left_tactile_index_taxel_16_raw,left_tactile_middle_taxel_01_raw,left_tactile_middle_taxel_02_raw,left_tactile_middle_taxel_03_raw,left_tactile_middle_taxel_04_raw,left_tactile_middle_taxel_05_raw,left_tactile_middle_taxel_06_raw,left_tactile_middle_taxel_07_raw,left_tactile_middle_taxel_08_raw,left_tactile_middle_taxel_09_raw,left_tactile_middle_taxel_10_raw,left_tactile_middle_taxel_11_raw,left_tactile_middle_taxel_12_raw,left_tactile_middle_taxel_13_raw,left_tactile_middle_taxel_14_raw,left_tactile_middle_taxel_15_raw,left_tactile_middle_taxel_16_raw,left_tactile_ring_taxel_01_raw,left_tactile_ring_taxel_02_raw,left_tactile_ring_taxel_03_raw,left_tactile_ring_taxel_04_raw,left_tactile_ring_taxel_05_raw,left_tactile_ring_taxel_06_raw,left_tactile_ring_taxel_07_raw,left_tactile_ring_taxel_08_raw,left_tactile_ring_taxel_09_raw,left_tactile_ring_taxel_10_raw,left_tactile_ring_taxel_11_raw,left_tactile_ring_taxel_12_raw,left_tactile_ring_taxel_13_raw,left_tactile_ring_taxel_14_raw,left_tactile_ring_taxel_15_raw,left_tactile_ring_taxel_16_raw,left_tactile_pinky_taxel_01_raw,left_tactile_pinky_taxel_02_raw,left_tactile_pinky_taxel_03_raw,left_tactile_pinky_taxel_04_raw,left_tactile_pinky_taxel_05_raw,left_tactile_pinky_taxel_06_raw,left_tactile_pinky_taxel_07_raw,left_tactile_pinky_taxel_08_raw,left_tactile_pinky_taxel_09_raw,left_tactile_pinky_taxel_10_raw,left_tactile_pinky_taxel_11_raw,left_tactile_pinky_taxel_12_raw,left_tactile_pinky_taxel_13_raw,left_tactile_pinky_taxel_14_raw,left_tactile_pinky_taxel_15_raw,left_tactile_pinky_taxel_16_raw,left_arm_joint_1_rad,left_arm_joint_2_rad,left_arm_joint_3_rad,left_arm_joint_4_rad,left_arm_joint_5_rad,left_arm_joint_6_rad,left_arm_joint_7_rad,left_arm_joint_1_angular_vel_rad_s,left_arm_joint_2_angular_vel_rad_s,left_arm_joint_3_angular_vel_rad_s,left_arm_joint_4_angular_vel_rad_s,left_arm_joint_5_angular_vel_rad_s,left_arm_joint_6_angular_vel_rad_s,left_arm_joint_7_angular_vel_rad_s,left_arm_tcp_x_m,left_arm_tcp_y_m,left_arm_tcp_z_m,left_arm_tcp_rx_rad,left_arm_tcp_ry_rad,left_arm_tcp_rz_rad,left_arm_cmd_x_m,left_arm_cmd_y_m,left_arm_cmd_z_m,left_arm_cmd_rx_rad,left_arm_cmd_ry_rad,left_arm_cmd_rz_rad,right_hand_open,right_tactile_thumb,right_tactile_index,right_tactile_middle,right_tactile_ring,right_tactile_pinky,right_tactile_thumb_taxel_01_raw,right_tactile_thumb_taxel_02_raw,right_tactile_thumb_taxel_03_raw,right_tactile_thumb_taxel_04_raw,right_tactile_thumb_taxel_05_raw,right_tactile_thumb_taxel_06_raw,right_tactile_thumb_taxel_07_raw,right_tactile_thumb_taxel_08_raw,right_tactile_thumb_taxel_09_raw,right_tactile_thumb_taxel_10_raw,right_tactile_thumb_taxel_11_raw,right_tactile_thumb_taxel_12_raw,right_tactile_thumb_taxel_13_raw,right_tactile_thumb_taxel_14_raw,right_tactile_thumb_taxel_15_raw,right_tactile_thumb_taxel_16_raw,right_tactile_index_taxel_01_raw,right_tactile_index_taxel_02_raw,right_tactile_index_taxel_03_raw,right_tactile_index_taxel_04_raw,right_tactile_index_taxel_05_raw,right_tactile_index_taxel_06_raw,right_tactile_index_taxel_07_raw,right_tactile_index_taxel_08_raw,right_tactile_index_taxel_09_raw,right_tactile_index_taxel_10_raw,right_tactile_index_taxel_11_raw,right_tactile_index_taxel_12_raw,right_tactile_index_taxel_13_raw,right_tactile_index_taxel_14_raw,right_tactile_index_taxel_15_raw,right_tactile_index_taxel_16_raw,right_tactile_middle_taxel_01_raw,right_tactile_middle_taxel_02_raw,right_tactile_middle_taxel_03_raw,right_tactile_middle_taxel_04_raw,right_tactile_middle_taxel_05_raw,right_tactile_middle_taxel_06_raw,right_tactile_middle_taxel_07_raw,right_tactile_middle_taxel_08_raw,right_tactile_middle_taxel_09_raw,right_tactile_middle_taxel_10_raw,right_tactile_middle_taxel_11_raw,right_tactile_middle_taxel_12_raw,right_tactile_middle_taxel_13_raw,right_tactile_middle_taxel_14_raw,right_tactile_middle_taxel_15_raw,right_tactile_middle_taxel_16_raw,right_tactile_ring_taxel_01_raw,right_tactile_ring_taxel_02_raw,right_tactile_ring_taxel_03_raw,right_tactile_ring_taxel_04_raw,right_tactile_ring_taxel_05_raw,right_tactile_ring_taxel_06_raw,right_tactile_ring_taxel_07_raw,right_tactile_ring_taxel_08_raw,right_tactile_ring_taxel_09_raw,right_tactile_ring_taxel_10_raw,right_tactile_ring_taxel_11_raw,right_tactile_ring_taxel_12_raw,right_tactile_ring_taxel_13_raw,right_tactile_ring_taxel_14_raw,right_tactile_ring_taxel_15_raw,right_tactile_ring_taxel_16_raw,right_tactile_pinky_taxel_01_raw,right_tactile_pinky_taxel_02_raw,right_tactile_pinky_taxel_03_raw,right_tactile_pinky_taxel_04_raw,right_tactile_pinky_taxel_05_raw,right_tactile_pinky_taxel_06_raw,right_tactile_pinky_taxel_07_raw,right_tactile_pinky_taxel_08_raw,right_tactile_pinky_taxel_09_raw,right_tactile_pinky_taxel_10_raw,right_tactile_pinky_taxel_11_raw,right_tactile_pinky_taxel_12_raw,right_tactile_pinky_taxel_13_raw,right_tactile_pinky_taxel_14_raw,right_tactile_pinky_taxel_15_raw,right_tactile_pinky_taxel_16_raw,right_arm_joint_1_rad,right_arm_joint_2_rad,right_arm_joint_3_rad,right_arm_joint_4_rad,right_arm_joint_5_rad,right_arm_joint_6_rad,right_arm_joint_7_rad,right_arm_joint_1_angular_vel_rad_s,right_arm_joint_2_angular_vel_rad_s,right_arm_joint_3_angular_vel_rad_s,right_arm_joint_4_angular_vel_rad_s,right_arm_joint_5_angular_vel_rad_s,right_arm_joint_6_angular_vel_rad_s,right_arm_joint_7_angular_vel_rad_s,right_arm_tcp_x_m,right_arm_tcp_y_m,right_arm_tcp_z_m,right_arm_tcp_rx_rad,right_arm_tcp_ry_rad,right_arm_tcp_rz_rad,right_arm_cmd_x_m,right_arm_cmd_y_m,right_arm_cmd_z_m,right_arm_cmd_rx_rad,right_arm_cmd_ry_rad,right_arm_cmd_rz_rad,force_fx_n,force_fy_n,force_fz_n,torque_mx_nm,torque_my_nm,torque_mz_nm,left_force_fx_n,left_force_fy_n,left_force_fz_n,left_torque_mx_nm,left_torque_my_nm,left_torque_mz_nm
18.601728,2026-08-20T21:16:06.850+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5571464618050297,-0.8196968766808057,-2.373379822917573,2.2038273733575036,-1.6427734922398847,-0.10629989399296626,0.7237275724255223,0.0,-0.14297521460825072,-0.03057851247851127,-0.06694215036709304,-0.11881188521177985,-0.09306931658665067,0.0,-0.532449490937051,0.2004014263914805,0.13851925109223467,0.5410004087363762,-0.3284743130630496,2.2304851807431327,-0.5420795800752988,0.2239395160121863,0.09475554033171113,0.6105594959596057,-0.2615102601122477,2.2352872169380698,0.023,1.1676666666666666,0.0,0.0,0.05566666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,2568,0,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,155,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369600228770924,1.9921140435603766,0.820008841053968,-1.1824354177370404,-1.8597359128584279,0.0,0.0,0.0,0.0,-0.001980198042916445,-0.036633663464355086,0.0,0.2681618921699004,-0.5720581286084933,0.17537861080950046,0.5240370748281964,0.41759566061699455,-2.3216456682445963,0.2577993468767137,-0.5759353551846655,0.18077862635289432,0.5620308902757309,0.46569907133013677,-2.281647094099011,0.10000000000000009,-1.0,-1.3000000000000007,0.10000000000000009,0.10000000000000003,0.0,0.2,0.20000000000000018,0.20000000000000018,0.0,0.1,0.0
18.632742,2026-08-20T21:16:06.881+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5571464618050297,-0.8240351663551274,-2.3741707818084716,2.2012627490748935,-1.6465365390844615,-0.10941579265408087,0.7237515408767616,0.0024793388719160448,-0.1479338885004035,-0.015702478696775105,-0.08842974897153973,-0.12871287476716378,-0.10792080091972658,0.0,-0.5331418585408237,0.19995198133196676,0.1367967462778007,0.5397128902869044,-0.3262550150045403,2.230262534042924,-0.5420795800752988,0.2239395160121863,0.09475554033171113,0.6105594959596057,-0.2615102601122477,2.2352872169380698,0.023,1.1676666666666666,0.0,0.0,0.05566666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,2568,0,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,155,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369600228770924,1.9921380120116157,0.8199609041514893,-1.1835619349452897,-1.859687975955949,0.0,0.0,0.0,0.0,-0.001980198042916445,-0.028712871292689308,0.001980198042916445,0.26807776323733534,-0.5719336389689663,0.17529346143761582,0.5231778557209529,0.418713192917736,-2.3212895429990295,0.2577993468767137,-0.5759353551846655,0.18077862635289432,0.5620308902757309,0.46569907133013677,-2.281647094099011,0.20000000000000018,-0.8000000000000003,-1.3000000000000007,0.10000000000000009,0.10000000000000003,0.0,0.10000000000000003,0.10000000000000053,0.09999999999999964,0.09999999999999998,0.1,0.0
18.666803,2026-08-20T21:16:06.915+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5571224933537904,-0.8294040994327405,-2.374530308577062,2.1978112920964277,-1.6504194281852351,-0.11370614542592339,0.7237515408767616,0.0,-0.1553719169463094,-0.0008264462906386816,-0.09338843166753084,-0.12277228525280248,-0.13762376958587838,0.0,-0.5341889216972695,0.19961342147854913,0.13480121330863787,0.5383552845837823,-0.32348810179071363,2.2303547023135395,-0.5445553157471322,0.22199747338776848,0.09271551500634,0.6105594959596057,-0.2615102601122477,2.2352872169380698,0.023333333333333334,1.157,0.0,0.0,0.05266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2577,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,148,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369600228770924,1.9921380120116157,0.8198410618952926,-1.1840892408725552,-1.859687975955949,0.0,0.0,0.0,0.0,-0.0059405941287493345,-0.006930692820608413,0.0,0.2680392832063243,-0.5718769206198444,0.17525795805641797,0.522861951245621,0.41932034630847526,-2.3211661952990754,0.2577993468767137,-0.5759353551846655,0.18077862635289432,0.5620308902757309,0.46569907133013677,-2.281647094099011,0.10000000000000009,-0.8000000000000003,-1.1999999999999993,0.10000000000000009,0.10000000000000003,0.0,0.0,0.0,0.20000000000000018,0.09999999999999998,0.0,0.0
18.700613,2026-08-20T21:16:06.949+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5570745564513118,-0.8347730325103533,-2.374554277028301,2.1939284029956543,-1.6542304119322908,-0.11864364638122815,0.7237275724255223,0.0024793388719160448,-0.16363637930245634,0.0,-0.12892562684203326,-0.10396040087870395,-0.15940594871715758,0.0,-0.535463129660247,0.19935103460994416,0.1329058138061061,0.5373282540588061,-0.31999855576849556,2.2305076535236448,-0.5449523285023142,0.22147401082513807,0.0921446848409531,0.6087536852018128,-0.2676238493510831,2.235559978729752,0.023333333333333334,1.197,0.0,0.0,0.05466666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2663,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,153,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369600228770924,1.9921380120116157,0.8196972511878564,-1.1841371777750338,-1.8596640075047095,0.0,0.0,0.0,-0.0024793388719160448,-0.004950495107291113,0.0,0.0,0.2680394765889854,-0.5718655010472098,0.17525898322660005,0.522953121539575,0.41948079474323247,-2.3211483588068837,0.25723292546841214,-0.574798690763834,0.17964638720540613,0.5560197589599465,0.466323567362226,-2.2802269767291365,-0.09999999999999964,-0.8999999999999999,-1.3999999999999986,0.10000000000000009,0.0,0.0,0.0,0.20000000000000018,0.5,0.0,0.0,0.0
18.734002,2026-08-20T21:16:06.982+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5569067772926362,-0.8405254608077958,-2.374554277028301,2.189398365711418,-1.6577777427157139,-0.12406051636131998,0.7237515408767616,0.007438016890868081,-0.1661156986408561,0.0,-0.13884298343017723,-0.11287129569741854,-0.14455446438408168,0.0,-0.5370487238406639,0.19909416348995504,0.13093415807926834,0.5364511947642226,-0.31617070561611366,2.2312276928143593,-0.5441947819847608,0.22180769803567224,0.09247634075396073,0.604820243580202,-0.2755224434824325,2.2371663577655596,0.023,1.2026666666666668,0.0,0.0,0.056666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,2709,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,157,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369600228770924,1.9921380120116157,0.8195055035779415,-1.1841371777750338,-1.8596640075047095,0.0,0.0,0.0,0.0,-0.006930692820608413,-0.00396039608583289,0.0,0.26804480388611684,-0.5718564672146081,0.1752651172781371,0.5231227196917607,0.41964480231931217,-2.321171941109733,0.25712105373864164,-0.5749231542373573,0.179547566940305,0.5520980868515555,0.4678826559361854,-2.280794857461155,0.0,-0.8999999999999999,-1.1000000000000014,0.10000000000000009,0.10000000000000003,0.0,0.4,0.5,-0.09999999999999964,0.0,0.0,0.0
18.767143,2026-08-20T21:16:07.015+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5566670927802431,-0.8461101099465629,-2.374554277028301,2.184652612366028,-1.6615168211090516,-0.12866245899927442,0.7237275724255223,0.007438016890868081,-0.17355372708676195,0.0,-0.1454545515543271,-0.10396040087870395,-0.12376237998947182,0.0,-0.5387146595001795,0.19889828699549658,0.12914193152562592,0.536338836053742,-0.3128683880894918,2.231401106690221,-0.5431248319393778,0.22246182861113362,0.09419783728892106,0.6045614152114704,-0.2865666191563066,2.239746916422595,0.023333333333333334,1.1896666666666667,0.0,0.0,0.05566666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2673,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,153,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369600228770924,1.9921380120116157,0.8191220083581121,-1.1841611462262736,-1.8596400390534704,0.0,0.0,0.0,0.0,-0.01584158434333156,0.0,0.0009900990214582225,0.2680535590033693,-0.5718360804797631,0.1752756050464738,0.5234450811534814,0.419987324700907,-2.3211897978072966,0.25712105373864164,-0.5749231542373573,0.179547566940305,0.5520980868515555,0.4678826559361854,-2.280794857461155,0.0,-0.8999999999999999,-1.0,0.10000000000000009,0.10000000000000003,0.0,-0.29999999999999993,-0.1999999999999993,0.5,0.0,0.0,0.0
18.800086,2026-08-20T21:16:07.048+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5564513767190888,-0.851622853731612,-2.374554277028301,2.179715111410723,-1.6655674893685009,-0.1325453481000478,0.7237515408767616,0.004132231453193408,-0.1694214871048502,0.0,-0.14876032241064457,-0.12079207468511852,-0.10792080091972658,0.0,-0.5404484483262951,0.19871494875889362,0.12747649716450246,0.5368999705827594,-0.3100601838326194,2.2311543247019126,-0.5432599004720272,0.22235038344141456,0.09512397245775243,0.6012463179372977,-0.30026794686129316,2.244036599970452,0.023333333333333334,1.1896666666666667,0.0,0.0,0.05566666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2673,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,153,0,0,0,no,2.2538255626427746,1.2691296803767989,-1.3369600228770924,1.9921380120116157,0.8181872387597776,-1.1841851146775126,-1.859616070602231,0.0,0.0,0.0,0.0,-0.037623760837817585,-0.0009900990214582225,0.0029702970643746673,0.26806393202655293,-0.5717961718482804,0.17530377021493349,0.5242628597907135,0.4207973010401869,-2.3212980547998194,0.25624463196362396,-0.5760910979674485,0.1788360485460919,0.5520980868515555,0.4678826559361854,-2.280794857461155,0.10000000000000009,-1.1,-1.3000000000000007,0.10000000000000009,0.10000000000000003,0.0,0.2,-0.1999999999999993,-0.5,0.0,0.0,0.0
18.834436,2026-08-20T21:16:07.083+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5563075660116525,-0.8572075028703795,-2.374554277028301,2.174681736650461,-1.6694503784692745,-0.1357571205661201,0.7237275724255223,0.0016528925812773633,-0.16198347626662093,0.0,-0.142148763090333,-0.10792080091972658,-0.08019802172691345,0.0,-0.5422272746945601,0.1985336148397146,0.12587520719479445,0.5378354195769792,-0.3080378963587675,2.230929543831384,-0.5432599004720272,0.22235038344141456,0.09512397245775243,0.6019160852874859,-0.3122523993126496,2.244331788834634,0.023,1.1903333333333332,0.0,0.0,0.05433333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,2665,0,0,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,154,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369600228770924,1.9921380120116157,0.8162457942093906,-1.1842570200312306,-1.8594482914435557,0.0,0.0,0.0,0.0,-0.059405942605889925,-0.0009900990214582225,0.012871288267754327,0.2681259183625793,-0.5716914567531574,0.17536077290839613,0.5259316091242033,0.4224717844628947,-2.321332080223252,0.25624463196362396,-0.5760910979674485,0.1788360485460919,0.5475941889110929,0.47039774827989944,-2.284557712699452,0.10000000000000009,-1.0,-1.1000000000000014,0.10000000000000009,0.10000000000000003,0.0,0.5,-0.1999999999999993,-0.20000000000000018,0.0,0.0,0.0
18.867503,2026-08-20T21:16:07.116+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5563075660116525,-0.8625045305942742,-2.374554277028301,2.170151699366224,-1.67254230867915,-0.13796221808013964,0.7237515408767616,0.0,-0.1553719169463094,0.0,-0.13884298343017723,-0.057425742585378615,-0.0425742582523027,0.0,-0.5438226128410384,0.19836831280816122,0.12441906795287049,0.5387872536840707,-0.3073926316245725,2.231140019490984,-0.5443626548266698,0.22187271486326945,0.09622015485794445,0.5996104110661722,-0.3281536154438707,2.2471855441950006,0.023333333333333334,1.2013333333333334,0.0,0.0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2688,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,146,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369600228770924,1.9921380120116157,0.814711813330073,-1.1843528938361878,-1.8576746260518442,0.0,0.0,0.0,0.0,-0.0396039608583289,-0.00792079217166578,0.13069306424050248,0.2681610045453446,-0.5716100765780446,0.17540306051280144,0.527386598265823,0.42324661409204917,-2.319794079305288,0.25624463196362396,-0.5760910979674485,0.1788360485460919,0.5467297320745104,0.47173621898236084,-2.2838609632196705,-0.09999999999999964,-0.8000000000000003,-1.1999999999999993,0.10000000000000009,0.0,0.0,-0.4,0.40000000000000036,0.5999999999999996,0.0,0.0,0.0
18.899914,2026-08-20T21:16:07.148+00:00,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,-0.5563075660116525,-0.8676098107082546,-2.3745782454795403,2.166101031106776,-1.6737167627898777,-0.13872920851979886,0.7237515408767616,0.0,-0.1462809942684065,0.0,-0.10743801943374828,-0.01683168303519064,-0.0059405941287493345,0.0,-0.5452824229395478,0.19832053571867894,0.12315014547326898,0.5396531764157123,-0.30913545222081507,2.232544221764761,-0.5443626548266698,0.22187271486326945,0.09622015485794445,0.5996104110661722,-0.3281536154438707,2.2471855441950006,0.023333333333333334,1.2196666666666667,0.0,0.0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,2742,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,152,0,0,0,no,2.2538015941915366,1.2691296803767989,-1.3369839913283317,1.9921140435603766,0.813201800901994,-1.184568609897342,-1.8539595161097457,0.0,0.0,0.0,0.0,-0.04356435826255837,-0.006930692820608413,0.09207921130280872,0.26818827845530735,-0.5715309967834206,0.17545138206788558,0.5289325667369984,0.4233833339123479,-2.3163718957162174,0.25624463196362396,-0.5760910979674485,0.1788360485460919,0.5467297320745104,0.47173621898236084,-2.2838609632196705,0.0,-0.8999999999999999,-1.3000000000000007,0.10000000000000009,0.10000000000000003,0.0,-0.7000000000000001,-0.29999999999999893,0.40000000000000036,0.09999999999999998,0.0,0.0
